id,name,state_id,state_code,state_name,country_id,country_code,country_name,latitude,longitude,wikiDataId
49108,Corse,2336,ENG,England,232,GB,"United Kingdom",51.95943000,-2.30636000,Q5173140
49109,Corsham,2336,ENG,England,232,GB,"United Kingdom",51.43433000,-2.18437000,Q663095
49110,Corston,2336,ENG,England,232,GB,"United Kingdom",51.38500000,-2.44028000,Q2469566
49111,Cosby,2336,ENG,England,232,GB,"United Kingdom",52.55127000,-1.19395000,Q5173848
49112,Cosham,2336,ENG,England,232,GB,"United Kingdom",50.84654000,-1.06344000,Q5173908
49113,Costessey,2336,ENG,England,232,GB,"United Kingdom",52.65914000,1.20970000,Q2201571
49114,Cotgrave,2336,ENG,England,232,GB,"United Kingdom",52.90859000,-1.03752000,Q728638
49115,Cottenham,2336,ENG,England,232,GB,"United Kingdom",52.28743000,0.12540000,Q1827217
49116,Cottesmore,2336,ENG,England,232,GB,"United Kingdom",52.71384000,-0.66330000,Q2399304
49117,Cottingham,2336,ENG,England,232,GB,"United Kingdom",52.50243000,-0.75540000,Q1900484
49118,Coulsdon,2336,ENG,England,232,GB,"United Kingdom",51.32002000,-0.14088000,Q1900484
49119,Coundon,2336,ENG,England,232,GB,"United Kingdom",54.66280000,-1.62688000,Q11691577
49120,Countesthorpe,2336,ENG,England,232,GB,"United Kingdom",52.55379000,-1.14526000,Q1612902
49121,"County Durham",2336,ENG,England,232,GB,"United Kingdom",54.77680000,-1.57575000,Q1137286
49126,Coven,2336,ENG,England,232,GB,"United Kingdom",52.65587000,-2.13530000,Q1011681
49127,Coventry,2336,ENG,England,232,GB,"United Kingdom",52.40656000,-1.51217000,Q6225
49128,Cowbit,2336,ENG,England,232,GB,"United Kingdom",52.74523000,-0.12978000,Q5179503
49131,Cowes,2336,ENG,England,232,GB,"United Kingdom",50.76306000,-1.29772000,Q587996
49132,Cowfold,2336,ENG,England,232,GB,"United Kingdom",50.98945000,-0.27243000,Q2465956
49134,Cowley,2336,ENG,England,232,GB,"United Kingdom",51.73213000,-1.20631000,Q1953777
49135,Cowplain,2336,ENG,England,232,GB,"United Kingdom",50.89411000,-1.01824000,Q5179814
49136,Coxhoe,2336,ENG,England,232,GB,"United Kingdom",54.71475000,-1.50356000,Q2245757
49138,"Cradley Heath",2336,ENG,England,232,GB,"United Kingdom",52.47214000,-2.08212000,Q3001983
49141,Cramlington,2336,ENG,England,232,GB,"United Kingdom",55.08652000,-1.58598000,Q918787
49142,Cranbrook,2336,ENG,England,232,GB,"United Kingdom",51.09662000,0.53567000,Q2160826
49143,Cranfield,2336,ENG,England,232,GB,"United Kingdom",52.06869000,-0.60884000,Q1522979
49144,Cranham,2336,ENG,England,232,GB,"United Kingdom",51.56565000,0.26590000,Q1522979
49145,Cranleigh,2336,ENG,England,232,GB,"United Kingdom",51.14209000,-0.48374000,Q2681944
49146,Cranwell,2336,ENG,England,232,GB,"United Kingdom",53.03681000,-0.46176000,Q2193794
49147,"Craven Arms",2336,ENG,England,232,GB,"United Kingdom",52.44308000,-2.83562000,Q869556
49148,Crawley,2336,ENG,England,232,GB,"United Kingdom",51.11303000,-0.18312000,Q844908
49149,"Crawley Down",2336,ENG,England,232,GB,"United Kingdom",51.12061000,-0.07730000,Q5182980
49150,Credenhill,2336,ENG,England,232,GB,"United Kingdom",52.08351000,-2.80804000,Q372195
49151,Crediton,2336,ENG,England,232,GB,"United Kingdom",50.78333000,-3.65000000,Q1139440
49152,"Creech Saint Michael",2336,ENG,England,232,GB,"United Kingdom",51.02333000,-3.03833000,Q2080762
49153,Creswell,2336,ENG,England,232,GB,"United Kingdom",53.26287000,-1.21987000,Q5184679
49154,Crewe,2336,ENG,England,232,GB,"United Kingdom",53.09787000,-2.44161000,Q648810
49155,Crewkerne,2336,ENG,England,232,GB,"United Kingdom",50.88298000,-2.79588000,Q1234905
49157,Crick,2336,ENG,England,232,GB,"United Kingdom",52.34808000,-1.13708000,Q2025703
49159,Cricklade,2336,ENG,England,232,GB,"United Kingdom",51.64061000,-1.85738000,Q533456
49161,Cringleford,2336,ENG,England,232,GB,"United Kingdom",52.60482000,1.24334000,Q2187751
49163,Croft,2336,ENG,England,232,GB,"United Kingdom",52.55668000,-1.24643000,Q3698285
49164,Crofton,2336,ENG,England,232,GB,"United Kingdom",53.65639000,-1.42968000,Q2740386
49166,Cromer,2336,ENG,England,232,GB,"United Kingdom",52.93123000,1.29892000,Q208296
49167,Cromford,2336,ENG,England,232,GB,"United Kingdom",53.10848000,-1.56014000,Q1000915
49168,Crondall,2336,ENG,England,232,GB,"United Kingdom",51.23285000,-0.86329000,Q668762
49169,Crook,2336,ENG,England,232,GB,"United Kingdom",54.71252000,-1.74970000,Q1140962
49170,"Cropwell Bishop",2336,ENG,England,232,GB,"United Kingdom",52.91480000,-0.98482000,Q2685274
49171,Crosby,2336,ENG,England,232,GB,"United Kingdom",53.47778000,-3.03333000,Q1141046
49173,"Cross Hills",2336,ENG,England,232,GB,"United Kingdom",53.90606000,-1.98492000,Q5188314
49179,Croston,2336,ENG,England,232,GB,"United Kingdom",53.66217000,-2.77523000,Q3226959
49180,"Crouch End",2336,ENG,England,232,GB,"United Kingdom",51.57971000,-0.12373000,Q3226959
49181,Crowborough,2336,ENG,England,232,GB,"United Kingdom",51.06098000,0.16342000,Q179259
49182,Crowland,2336,ENG,England,232,GB,"United Kingdom",52.67571000,-0.16849000,Q581158
49183,Crowle,2336,ENG,England,232,GB,"United Kingdom",53.60753000,-0.83256000,Q2575465
49184,Crowthorne,2336,ENG,England,232,GB,"United Kingdom",51.37027000,-0.79219000,Q1833112
49186,Croydon,2336,ENG,England,232,GB,"United Kingdom",51.38333000,-0.10000000,Q2213391
49190,Crumpsall,2336,ENG,England,232,GB,"United Kingdom",53.51827000,-2.24447000,Q2341373
49193,Cuckfield,2336,ENG,England,232,GB,"United Kingdom",51.01073000,-0.14068000,Q1952683
49194,Cuddington,2336,ENG,England,232,GB,"United Kingdom",53.24488000,-2.61879000,Q2346743
49195,Cudworth,2336,ENG,England,232,GB,"United Kingdom",53.57131000,-1.41595000,Q954528
49196,Cuffley,2336,ENG,England,232,GB,"United Kingdom",51.70799000,-0.11209000,Q1968915
49197,Culcheth,2336,ENG,England,232,GB,"United Kingdom",53.45110000,-2.52104000,Q5192880
49199,Cullingworth,2336,ENG,England,232,GB,"United Kingdom",53.82444000,-1.89730000,Q3362593
49201,Cullompton,2336,ENG,England,232,GB,"United Kingdom",50.85530000,-3.39268000,Q668275
49205,"Culverstone Green",2336,ENG,England,232,GB,"United Kingdom",51.34085000,0.34686000,Q1143533
49207,Cumbria,2336,ENG,England,232,GB,"United Kingdom",54.58333000,-2.83333000,Q23066
49210,Curdworth,2336,ENG,England,232,GB,"United Kingdom",52.53382000,-1.73687000,Q2381361
49212,"Curry Rivel",2336,ENG,England,232,GB,"United Kingdom",51.02306000,-2.86753000,Q2445736
49214,Cuxton,2336,ENG,England,232,GB,"United Kingdom",51.37430000,0.45688000,Q2961323
49219,Dagenham,2336,ENG,England,232,GB,"United Kingdom",51.55000000,0.16667000,Q1075299
49227,Dalston,2336,ENG,England,232,GB,"United Kingdom",54.84207000,-2.98459000,Q5211630
49228,"Dalton in Furness",2336,ENG,England,232,GB,"United Kingdom",54.15796000,-3.17977000,Q1158089
49229,Danbury,2336,ENG,England,232,GB,"United Kingdom",51.71645000,0.58245000,Q1021042
49230,Danby,2336,ENG,England,232,GB,"United Kingdom",54.46606000,-0.91073000,Q2611576
49232,Darenth,2336,ENG,England,232,GB,"United Kingdom",51.42137000,0.25784000,Q963988
49233,Daresbury,2336,ENG,England,232,GB,"United Kingdom",53.34184000,-2.63500000,Q990170
49234,Darfield,2336,ENG,England,232,GB,"United Kingdom",53.53390000,-1.37595000,Q676757
49235,Darlaston,2336,ENG,England,232,GB,"United Kingdom",52.56667000,-2.03333000,Q2571235
49236,Darlington,2336,ENG,England,232,GB,"United Kingdom",54.53333000,-1.53333000,Q1171024
49237,"Darras Hall",2336,ENG,England,232,GB,"United Kingdom",55.03560000,-1.76425000,Q1171024
49238,Darrington,2336,ENG,England,232,GB,"United Kingdom",53.67566000,-1.26901000,Q5225309
49239,Dartford,2336,ENG,England,232,GB,"United Kingdom",51.44657000,0.21423000,Q858775
49240,Dartmouth,2336,ENG,England,232,GB,"United Kingdom",50.35220000,-3.57940000,Q1007083
49241,Darton,2336,ENG,England,232,GB,"United Kingdom",53.58705000,-1.52676000,Q1617106
49243,Darwen,2336,ENG,England,232,GB,"United Kingdom",53.69803000,-2.46494000,Q1166842
49244,Datchet,2336,ENG,England,232,GB,"United Kingdom",51.48390000,-0.57893000,Q285778
49245,Datchworth,2336,ENG,England,232,GB,"United Kingdom",51.85126000,-0.15956000,Q5227510
49246,Daventry,2336,ENG,England,232,GB,"United Kingdom",52.25688000,-1.16066000,Q641756
49247,Dawlish,2336,ENG,England,232,GB,"United Kingdom",50.58118000,-3.46644000,Q1248368
49248,Deal,2336,ENG,England,232,GB,"United Kingdom",51.22322000,1.40432000,Q1011096
49249,Deanshanger,2336,ENG,England,232,GB,"United Kingdom",52.04996000,-0.88663000,Q2914686
49250,Dearham,2336,ENG,England,232,GB,"United Kingdom",54.71175000,-3.44364000,Q2855567
49251,Debenham,2336,ENG,England,232,GB,"United Kingdom",52.22422000,1.18172000,Q2146674
49252,Deddington,2336,ENG,England,232,GB,"United Kingdom",51.98060000,-1.32055000,Q1981775
49253,Dedham,2336,ENG,England,232,GB,"United Kingdom",51.95892000,0.99336000,Q2037687
49257,Delabole,2336,ENG,England,232,GB,"United Kingdom",50.62347000,-4.73190000,Q5253057
49258,Delph,2336,ENG,England,232,GB,"United Kingdom",53.56667000,-2.01667000,Q3705152
49261,"Denby Dale",2336,ENG,England,232,GB,"United Kingdom",53.57228000,-1.65895000,Q3022297
49262,Denham,2336,ENG,England,232,GB,"United Kingdom",51.56667000,-0.50000000,Q988761
49263,Denholme,2336,ENG,England,232,GB,"United Kingdom",53.80189000,-1.89503000,Q2342182
49264,Denmead,2336,ENG,England,232,GB,"United Kingdom",50.90395000,-1.06744000,Q2779993
49267,Denton,2336,ENG,England,232,GB,"United Kingdom",53.45678000,-2.11822000,Q2023476
49268,"Denton Holme",2336,ENG,England,232,GB,"United Kingdom",54.88500000,-2.94100000,Q2023476
49269,Derby,2336,ENG,England,232,GB,"United Kingdom",52.92277000,-1.47663000,Q43475
49270,Derbyshire,2336,ENG,England,232,GB,"United Kingdom",53.16667000,-1.58333000,Q11775003
49274,Dersingham,2336,ENG,England,232,GB,"United Kingdom",52.84549000,0.50339000,Q1779758
49275,Desborough,2336,ENG,England,232,GB,"United Kingdom",52.44183000,-0.82126000,Q1838917
49276,Desford,2336,ENG,England,232,GB,"United Kingdom",52.62598000,-1.29395000,Q1838917
49277,Devizes,2336,ENG,England,232,GB,"United Kingdom",51.35084000,-1.99421000,Q1026699
49278,Devon,2336,ENG,England,232,GB,"United Kingdom",50.75000000,-3.75000000,Q21694695
49279,Dewsbury,2336,ENG,England,232,GB,"United Kingdom",53.69076000,-1.62907000,Q525508
49280,"Dickens Heath",2336,ENG,England,232,GB,"United Kingdom",52.38568000,-1.83935000,Q5273619
49281,Dickleburgh,2336,ENG,England,232,GB,"United Kingdom",52.39650000,1.18498000,Q3464044
49282,Didcot,2336,ENG,England,232,GB,"United Kingdom",51.60928000,-1.24214000,Q1009242
49283,Didsbury,2336,ENG,England,232,GB,"United Kingdom",53.41698000,-2.23145000,Q1210672
49284,Diggle,2336,ENG,England,232,GB,"United Kingdom",53.56744000,-1.99723000,Q5275671
49287,Dinnington,2336,ENG,England,232,GB,"United Kingdom",53.36667000,-1.20000000,Q2296611
49288,Dinton,2336,ENG,England,232,GB,"United Kingdom",51.08333000,-1.98333000,Q3028477
49289,Disley,2336,ENG,England,232,GB,"United Kingdom",53.35865000,-2.03848000,Q23063
49290,Diss,2336,ENG,England,232,GB,"United Kingdom",52.37675000,1.10910000,Q1229288
49291,Distington,2336,ENG,England,232,GB,"United Kingdom",54.59733000,-3.53880000,Q3242365
49292,"District of Rutland",2336,ENG,England,232,GB,"United Kingdom",52.66667000,-0.66667000,Q23107
49293,Ditchingham,2336,ENG,England,232,GB,"United Kingdom",52.46729000,1.44370000,Q2663539
49294,Ditchling,2336,ENG,England,232,GB,"United Kingdom",50.92100000,-0.11536000,Q3270518
49295,"Ditton Hill",2336,ENG,England,232,GB,"United Kingdom",51.37947000,-0.31281000,Q3270518
49297,Dobwalls,2336,ENG,England,232,GB,"United Kingdom",50.45768000,-4.51735000,Q5286983
49298,Doddington,2336,ENG,England,232,GB,"United Kingdom",52.49671000,0.06017000,Q1981435
49299,Dodworth,2336,ENG,England,232,GB,"United Kingdom",53.54306000,-1.52779000,Q959905
49303,Doncaster,2336,ENG,England,232,GB,"United Kingdom",53.50000000,-1.08333000,Q1925846
49304,Donington,2336,ENG,England,232,GB,"United Kingdom",52.90461000,-0.20505000,Q1241544
49305,Donisthorpe,2336,ENG,England,232,GB,"United Kingdom",52.72401000,-1.53800000,Q965115
49306,Donnington,2336,ENG,England,232,GB,"United Kingdom",51.95135000,-1.72142000,Q5296701
49307,Dorchester,2336,ENG,England,232,GB,"United Kingdom",50.71667000,-2.43333000,Q503331
49308,Dorking,2336,ENG,England,232,GB,"United Kingdom",51.23228000,-0.33380000,Q540333
49309,Dormansland,2336,ENG,England,232,GB,"United Kingdom",51.16024000,0.00618000,Q2304321
49311,Dorridge,2336,ENG,England,232,GB,"United Kingdom",52.37259000,-1.75318000,Q3714394
49312,Dorset,2336,ENG,England,232,GB,"United Kingdom",50.75000000,-2.33333000,Q21694711
49313,Dorstone,2336,ENG,England,232,GB,"United Kingdom",52.06667000,-3.00000000,Q2613273
49316,"Dove Holes",2336,ENG,England,232,GB,"United Kingdom",53.29828000,-1.88775000,Q751183
49317,Dover,2336,ENG,England,232,GB,"United Kingdom",51.12598000,1.31257000,Q179224
49318,Dovercourt,2336,ENG,England,232,GB,"United Kingdom",51.93649000,1.27831000,Q2186876
49319,Doveridge,2336,ENG,England,232,GB,"United Kingdom",52.90526000,-1.82480000,Q289045
49320,"Downham Market",2336,ENG,England,232,GB,"United Kingdom",52.60714000,0.38375000,Q1253266
49322,Downton,2336,ENG,England,232,GB,"United Kingdom",50.99366000,-1.75129000,Q2110657
49324,Draycott,2336,ENG,England,232,GB,"United Kingdom",51.25615000,-2.75116000,Q5306087
49326,Driffield,2336,ENG,England,232,GB,"United Kingdom",54.00613000,-0.44495000,Q611046
49327,Droitwich,2336,ENG,England,232,GB,"United Kingdom",52.26667000,-2.15000000,Q1260116
49329,Dronfield,2336,ENG,England,232,GB,"United Kingdom",53.30221000,-1.47507000,Q2499345
49331,Droylsden,2336,ENG,England,232,GB,"United Kingdom",53.48005000,-2.14543000,Q305076
49333,Drybrook,2336,ENG,England,232,GB,"United Kingdom",51.85550000,-2.51681000,Q2278670
49334,Ducklington,2336,ENG,England,232,GB,"United Kingdom",51.76763000,-1.48418000,Q2785955
49335,Dudley,2336,ENG,England,232,GB,"United Kingdom",52.50000000,-2.11667000,Q1617704
49336,Duffield,2336,ENG,England,232,GB,"United Kingdom",52.98627000,-1.48865000,Q2749481
49338,Dukinfield,2336,ENG,England,232,GB,"United Kingdom",53.47497000,-2.08809000,Q1976179
49339,Dulverton,2336,ENG,England,232,GB,"United Kingdom",51.04007000,-3.55035000,Q749338
49345,Dunchurch,2336,ENG,England,232,GB,"United Kingdom",52.33757000,-1.29136000,Q3041276
49351,Dundry,2336,ENG,England,232,GB,"United Kingdom",51.39880000,-2.63964000,Q2518710
49355,Dunholme,2336,ENG,England,232,GB,"United Kingdom",53.30067000,-0.46541000,Q5315274
49357,Dunkeswell,2336,ENG,England,232,GB,"United Kingdom",50.86301000,-3.22289000,Q746449
49360,Dunnington,2336,ENG,England,232,GB,"United Kingdom",53.95000000,-0.25000000,Q5315605
